time_s,x,y,vx,vy,speed,ax,ay,acceleration
102.0,8.15211277680295,10.08081397599424,-0.31494475707933656,-0.015259200901149995,0.3153141976250102,0.003746100707210235,-0.002463274330995115,0.004483412867258653
102.1,8.120637031598553,10.07927573953247,-0.3145701470086156,-0.015505528334249494,0.3149520579357218,0.003746100707210235,-0.002463274330995115,0.004483412867258653
102.19999999999999,8.08919874740123,10.077712870327389,-0.31419553693789454,-0.015751855767348992,0.3145901403283441,0.003746100707210235,-0.002463274330995115,0.004483412867258653
102.29999999999998,8.057797924210595,10.076125368378385,-0.3138209268756203,-0.015998183209298522,0.3142284455791227,0.003746100613610609,-0.002463274407651095,0.004483412831168086
102.39999999999998,8.026434562026104,10.074513233685416,-0.3134463168142593,-0.016244510650063618,0.3138669744504589,0.003746100613610609,-0.002463274407651095,0.004483412831168086
102.49999999999997,7.995108660847747,10.07287646624837,-0.31307170675289825,-0.016490838090828713,0.3135057277149983,0.003746100613610609,-0.002463274407651095,0.004483412831168086
102.59999999999997,7.96382022065471,10.071215066056176,-0.3126970968809986,-0.016737165630617126,0.31314470634381053,0.0037460996501202937,-0.002463274902293755,0.0044834122978933905
102.69999999999996,7.932569241464862,10.069529033118604,-0.3123224869159866,-0.016983493120846488,0.312783910826584,0.0037460996501202937,-0.002463274902293755,0.0044834122978933905
102.79999999999995,7.901355723231208,10.067818367412618,-0.3119478773754071,-0.017229820816153523,0.31242334247680464,0.003746096971469437,-0.002463276205699416,0.004483410775873364
102.89999999999995,7.870179665978526,10.066083068949975,-0.31157326767826016,-0.01747614843672345,0.3120630014851026,0.003746096971469437,-0.002463276205699416,0.004483410775873364
102.99999999999994,7.8390410696955595,10.064323137725276,-0.31119865798111324,-0.01772247605729338,0.31170288880093366,0.003746096971469437,-0.002463276205699416,0.004483410775873364
103.09999999999994,7.8079399342532465,10.06253857367191,-0.3108240493640139,-0.017968804237669046,0.3113430063270647,0.0037460919550222904,-0.0024632788182241683,0.0044834080197763155
103.19999999999993,7.776876259776622,10.060729376854052,-0.31044944016851167,-0.01821513211949145,0.31098335315426906,0.0037460919550222904,-0.0024632788182241683,0.0044834080197763155
103.29999999999993,7.745850046099937,10.058895547184852,-0.3100748321631187,-0.01846146062705285,0.3106239319007318,0.0037460849885989633,-0.00246328245555201,0.004483404197441586
103.39999999999992,7.714861293308569,10.05703708470987,-0.30970022366425887,-0.018707788872608037,0.3102647416355813,0.0037460849885989633,-0.00246328245555201,0.004483404197441586
103.49999999999991,7.683910001367088,10.055153989410332,-0.30932561516539897,-0.018954117118163222,0.3099057836717178,0.0037460849885989633,-0.00246328245555201,0.004483404197441586
103.59999999999991,7.652996170064521,10.053246261185993,-0.30895100835963235,-0.019200446156705363,0.30954706055630726,0.003746077512821522,-0.002463285892440159,0.004483399839403328
103.6999999999999,7.622119799616123,10.05131390014086,-0.3085764006083502,-0.019446774745949365,0.30918857039099085,0.003746077512821522,-0.002463285892440159,0.004483399839403328
103.7999999999999,7.5912808898282504,10.049356906197618,-0.3082017939412119,-0.019693103679427323,0.3088303160654891,0.00374607161181828,-0.002463287535413916,0.00448339581154691
103.89999999999989,7.56047944079219,10.047375279391998,-0.30782718678003007,-0.019939432432968703,0.30847229678960875,0.00374607161181828,-0.002463287535413916,0.00448339581154691
103.99999999999989,7.5297154524722485,10.045369019711023,-0.3074525796188483,-0.020185761186510078,0.3081145138888512,0.00374607161181828,-0.002463287535413916,0.00448339581154691
