time,x,y
221.0,1.10202600461593,4.56143993708724
221.1,1.0970284693615793,4.561088239084795
221.2,1.0920313490623752,4.560726516042736
221.3,1.0870346638302761,4.560354768283682
221.4,1.082038433777245,4.5599729961302575
221.5,1.07704267901524,4.55958119990508
221.6,1.0720474196564564,4.55917937995209
221.7,1.067052675814031,4.558767536700509
221.8,1.0620584676013416,4.558345670602828
221.9,1.0570648151319635,4.557913782156419
222.0,1.05207173851966,4.55747187190354
222.1,1.0470792578782075,4.557019940405541
222.2,1.0420873933213959,4.55655798829235
222.3,1.0370961649630062,4.556086016213137
222.4,1.0321055929165799,4.555604024865184
222.5,1.02711569729541,4.55511201499389
222.6,1.0221264982126106,4.554609987363596
222.7,1.017138015780615,4.554097942806039
222.8,1.0121502701116534,4.5535758821719075
222.9,1.007163281317233,4.553043806360243
223.0,1.00217706950813,4.55250171631845
223.1,0.9971916547947507,4.551949613012861
223.2,0.9922070572861487,4.551387497477127
223.3,0.9872232970909852,4.550815370763831
223.4,0.9822403943167105,4.5502332339739375
223.5,0.977258369069555,4.54964108825679
223.6,0.9722772414551908,4.549038934780663
223.7,0.9672970315772608,4.548426774781143
223.8,0.9623177595388257,4.547804609512748
223.9,0.9573394454412495,4.547172440278379
224.0,0.952362109384191,4.54653026842932
224.1,0.9473857714665604,4.545878095335784
224.2,0.9424104517845626,4.545215922435286
224.3,0.9374361704336297,4.544543751184276
224.4,0.9324629475070109,4.54386158308758
224.5,0.927490803095765,4.5431694196984
224.6,0.9225197572900113,4.54246726258887
224.7,0.9175498301764873,4.541755113398416
224.8,0.9125810418409674,4.541032973785389
224.9,0.9076134123665577,4.540300845456508
225.0,0.902646961833687,4.53955873016686
225.1,0.8976817103216546,4.5388066296904555
225.2,0.892717677905702,4.53804454586858
225.3,0.8877548846599177,4.537272480561445
225.4,0.8827933506552351,4.536490435677611
225.5,0.877833095959424,4.53569841317399
225.6,0.8728741406389351,4.534896415026411
225.7,0.8679165047554843,4.534084443277957
225.8,0.8629602083694444,4.533262499990626
225.9,0.8580052715375474,4.532430587274748
226.0,0.853051714312875,4.53158870728898
226.1,0.848099556747,4.530736862210891
226.2,0.8431488188860847,4.529875054285278
226.3,0.8381995207747571,4.529003285775841
226.4,0.8332516824535188,4.528121558994583
226.5,0.828305323958735,4.52722987630181
226.6,0.8233604653250716,4.526328240076728
226.7,0.8184171265811082,4.525416652765735
226.8,0.8134753277537008,4.524495116834124
226.9,0.8085350888650915,4.5235636347954635
227.0,0.803596429932901,4.52262220921159
227.1,0.79865937097286,4.521670842663228
227.2,0.7937239319939371,4.520709537798247
227.3,0.788790133003188,4.519738297283403
227.4,0.7838579940025682,4.51875712383369
227.5,0.778927534988926,4.51776602021234
227.6,0.7739987759570297,4.51676498920146
227.7,0.7690717368942104,4.515754033650246
227.8,0.7641464377856958,4.5147331564267645
227.9,0.7592228986111282,4.513702360447281
228.0,0.754301139344557,4.51266164867626
228.1,0.7493811799577615,4.5116110240970215
228.2,0.7444630404144088,4.510550489759923
228.3,0.7395467406758723,4.509480048734175
228.4,0.7346323006974553,4.508399704137146
228.5,0.729719740428383,4.50730945913435
228.6,0.7248090798154203,4.506209316910145
228.7,0.7199003387965456,4.505099280715856
228.8,0.7149935373072531,4.5039793538216415
228.9,0.7100886952764824,4.502849539545771
229.0,0.70518583262661,4.50170984125462
229.1,0.7002849692773632,4.500560262333377
229.2,0.695386125139007,4.4994008062341315
229.3,0.690489320119134,4.498231476427781
229.4,0.6855945741182968,4.497052276433282
229.5,0.680701907030001,4.49586320981764
229.6,0.6758113387449125,4.494664280166656
229.7,0.6709228891435621,4.49345549113295
229.8,0.6660365781036178,4.492236846387931
229.9,0.6611524254952245,4.491008349651004
230.0,0.656270451180995,4.48977000468957
230.1,0.6513906750205146,4.4885218152898
230.2,0.6465131168625589,4.487263785304594
230.3,0.6416377965528516,4.485995918605624
230.4,0.6367647339291103,4.484718219112487
230.5,0.631893948821037,4.48343069079271
230.6,0.6270254610551165,4.482133337632566
230.7,0.6221592904463517,4.48082616368497
230.8,0.6172954568065037,4.479509173021579
230.9,0.6124339799388449,4.478182369761913
231.0,0.607574879638149,4.47684575807335
231.1,0.6027181756957843,4.475499342141985
231.2,0.597863887890965,4.4741431262204525
231.3,0.593012035999475,4.4727771145801
231.4,0.5881626397881263,4.471401311540065
231.5,0.58331571901475,4.47001572146728
231.6,0.5784712934335825,4.468620348747357
231.7,0.5736293827860357,4.467215197832342
231.8,0.5687900068099037,4.465800273192964
231.9,0.5639531852335253,4.464375579347664
232.0,0.559118937775777,4.46294112086259
232.1,0.5542872841517519,4.461496902322552
232.2,0.549458244063049,4.460042928378677
232.3,0.5446318372074601,4.458579203700746
232.4,0.5398080832728422,4.457105733006166
232.5,0.534987001937108,4.45562252105997
232.6,0.5301686128741986,4.454129572645812
232.7,0.525352935743892,4.45262689261355
232.8,0.5205399902019707,4.451114485831655
232.9,0.5157297958938016,4.449592357216148
233.0,0.510922372454328,4.44806051173058
233.1,0.5061177395143329,4.44651895435709
233.2,0.5013159166897683,4.444967690143891
233.3,0.49651692359240296,4.443406724157778
233.4,0.4917207798231099,4.441836061512993
233.5,0.486927504971859,4.44025570737123
233.6,0.4821371186242728,4.438665666912728
233.7,0.4773496403504755,4.437065945383668
233.8,0.4725650897162207,4.435456548048771
233.9,0.4677834862758876,4.433837480220115
234.0,0.463004849572473,4.43220874725712
234.1,0.4582291991444391,4.43057035453772
234.2,0.45345655451408423,4.428922307505651
234.3,0.4486869351991485,4.427264611623145
234.4,0.4439203607055202,4.425597272399694
234.5,0.439156850527227,4.42392029539203
234.6,0.43439642415357554,4.422233686175359
234.7,0.42963910105704345,4.420537450390533
234.8,0.42488490070536367,4.418831593696873
234.9,0.4201338425539399,4.417116121800837
235.0,0.415385946045838,4.41539104045602
235.1,0.41064123061921626,4.4136563554344495
235.2,0.40589971569474137,4.411912072573654
235.3,0.4011614206881486,4.410158197729579
235.4,0.3964263650023677,4.408394736805202
235.5,0.391694568027515,4.40662169575052
235.6,0.3869660491486125,4.404839080533909
235.7,0.38224082773252904,4.403046897189096
235.8,0.3775189231410161,4.401245151768186
235.9,0.3728003547225442,4.399433850370184
236.0,0.368085141812295,4.39761299914101
236.1,0.3633733037401705,4.395782604244913
236.2,0.35866485981725954,4.393942671911325
236.3,0.35395982934934817,4.392093208388003
236.4,0.349258231628467,4.390234219969495
236.5,0.344560085932883,4.38836571299713
236.6,0.33986541153539873,4.38648769383053
236.7,0.33517422768934474,4.384600168894313
236.8,0.33048655364256346,4.38270314463138
236.9,0.3258024086286695,4.380796627531295
237.0,0.321121811867041,4.37888062413028
